Paper title,Author(s),Date published,Link to paper
"Open-Sourcing Highly Capable Foundation Models: An evaluation of risks, benefits, and alternative methods for pursuing open-source objectives","Elizabeth Seger, Noemi Dreksler, Richard Moulange, Emily Dardaman, Jonas Schuett, K. Wei, Christoph Winter, Mackenzie Arnold, Seán Ó hÉigeartaigh, Anton Korinek, Markus Anderljung, Ben Bucknall, Alan Chan, Eoghan Stafford, Leonie Koessler, Aviv Ovadya, Ben Garfinkel, Emma Bluemke, Michael Aird, Patrick Levermore, Julian Hazell, Abhishek Gupta",Sep 2023,https://arxiv.org/abs/2311.09227
Measuring Value Understanding in Language Models through Discriminator-Critique Gap,"Zhaowei Zhang, Fengshuo Bai, Jun Gao, Yaodong Yang",Sep 2023,https://arxiv.org/abs/2310.00378
Large Language Model Alignment: A Survey,"Tianhao Shen, Renren Jin, Yufei Huang, Chuang Liu, Weilong Dong, Zishan Guo, Xinwei Wu, Yan Liu, Deyi Xiong",Sep 2023,https://arxiv.org/abs/2309.15025
Exploiting Modality-Specific Features For Multi-Modal Manipulation Detection And Grounding,"Jiazhen Wang, Bin Liu, Changtao Miao, Zhiwei Zhao, Wanyi Zhuang, Qi Chu, Nenghai Yu",Sep 2023,https://arxiv.org/abs/2309.12657
How Robust is Google's Bard to Adversarial Image Attacks?,"Yinpeng Dong, Huanran Chen, Jiawei Chen, Zhengwei Fang, Xiao Yang, Yichi Zhang, Yu Tian, Hang Su, Jun Zhu",Sep 2023,https://arxiv.org/abs/2309.11751
GPTFUZZER: Red Teaming Large Language Models with Auto-Generated Jailbreak Prompts,"Jiahao Yu, Xingwei Lin, Zheng Yu, Xinyu Xing",Sep 2023,https://arxiv.org/abs/2309.10253
RAIN: Your Language Models Can Align Themselves without Finetuning,"Yuhui Li, Fangyun Wei, Jinjing Zhao, Chao Zhang, Hongyang Zhang",Sep 2023,https://arxiv.org/abs/2309.07124
SafetyBench: Evaluating the Safety of Large Language Models with Multiple Choice Questions,"Zhexin Zhang, Leqi Lei, Lindong Wu, Rui Sun, Yongkang Huang, Chong Long, Xiao Liu, Xuanyu Lei, Jie Tang, Minlie Huang",Sep 2023,https://arxiv.org/abs/2309.07045
Explainability for Large Language Models: A Survey,"Haiyan Zhao, Hanjie Chen, Fan Yang, Ninghao Liu, Huiqi Deng, Hengyi Cai, Shuaiqiang Wang, Dawei Yin, Mengnan Du",Sep 2023,https://arxiv.org/abs/2309.01029
RLAIF vs. RLHF: Scaling Reinforcement Learning from Human Feedback with AI Feedback,"Harrison Lee, Samrat Phatale, Hassan Mansoor, Thomas Mesnard, Johan Ferret, Kellie Lu, Colton Bishop, Ethan Hall, Victor Carbune, Abhinav Rastogi, Sushant Prakash",Sep 2023,https://arxiv.org/abs/2309.00267
Rethinking Machine Ethics -- Can LLMs Perform Moral Reasoning through the Lens of Moral Theories?,"Jingyan Zhou, Minda Hu, Junan Li, Xiaoying Zhang, Xixin Wu, Irwin King, Helen Meng",Aug 2023,https://arxiv.org/abs/2308.15399
From Instructions to Intrinsic Human Values -- A Survey of Alignment Goals for Big Models,"Jing Yao, Xiaoyuan Yi, Xiting Wang, Jindong Wang, Xing Xie",Aug 2023,https://arxiv.org/abs/2308.12014
Through the Lens of Core Competency: Survey on Evaluation of Large Language Models,"Ziyu Zhuang, Qiguang Chen, Longxuan Ma, Mingda Li, Yi Han, Yushan Qian, Haopeng Bai, Zixian Feng, Weinan Zhang, Ting Liu",Aug 2023,https://arxiv.org/abs/2308.07902
Trustworthy LLMs: a Survey and Guideline for Evaluating Large Language Models' Alignment,"Yang Liu, Yuanshun Yao, Jean-Francois Ton, Xiaoying Zhang, Ruocheng Guo, Hao Cheng, Yegor Klochkov, Muhammad Faaiz Taufiq, Hang Li",Aug 2023,https://arxiv.org/abs/2308.05374
"Governing General Purpose AI — A Comprehensive Map of Unreliability, Misuse and Systemic Risks","Pegah Maham, Sabrina Küspert",Jul 2023,https://www.interface-eu.org/publications/governing-general-purpose-ai-comprehensive-map-unreliability-misuse-and-systemic-risks
Universal and Transferable Adversarial Attacks on Aligned Language Models,"Andy Zou, Zifan Wang, Nicholas Carlini, Milad Nasr, J. Zico Kolter, Matt Fredrikson",Jul 2023,https://llm-attacks.org/
Reasoning about causality in games,"Lewis Hammond, James Fox, Tom Everitt, Ryan Carey, Alessandro Abate, Michael Wooldridge",Jul 2023,https://doi.org/10.1016/j.artint.2023.103919
CValues: Measuring the Values of Chinese Large Language Models from Safety to Responsibility,"Guohai Xu, Jiayi Liu, Ming Yan, Haotian Xu, Jinghui Si, Zhuoran Zhou, Peng Yi, Xing Gao, Jitao Sang, Rong Zhang, Ji Zhang, Chao Peng, Fei Huang, Jingren Zhou",Jul 2023,https://arxiv.org/pdf/2307.09705.pdf
Aligning Large Language Models with Human: A Survey,"Yufei Wang, Wanjun Zhong, Liangyou Li, Fei Mi, Xingshan Zeng, Wenyong Huang, Lifeng Shang, Xin Jiang, Qun Liu",Jul 2023,https://arxiv.org/abs/2307.12966
Emotional Intelligence of Large Language Models,"Xuena Wang, Xueting Li, Zi Yin, Yue Wu, Liu Jia",Jul 2023,https://arxiv.org/abs/2307.09042
SafeDreamer: Safe Reinforcement Learning with World Model,"Weidong Huang, Jiaming Ji, Chunhe Xia, Borong Zhang, Yaodong Yang",Jul 2023,https://arxiv.org/abs/2307.07176
International Institutions for Advanced AI,"Lewis Ho, Joslyn Barnhart, Robert Trager, Yoshua Bengio, Miles Brundage, Allison Carnegie, Rumman Chowdhury, Allan Dafoe, Gillian Hadfield, Margaret Levi, Duncan Snidal",Jul 2023,https://arxiv.org/abs/2307.04699
BeaverTails: Towards Improved Safety Alignment of LLM via a Human-Preference Dataset,"Jiaming Ji, Mickel Liu, Juntao Dai, Xuehai Pan, Chi Zhang, Ce Bian, Chi Zhang, Ruiyang Sun, Yizhou Wang, Yaodong Yang",Jul 2023,https://arxiv.org/abs/2307.04657
A Survey on Evaluation of Large Language Models,"Yupeng Chang, Xu Wang, Jindong Wang, Yuan Wu, Linyi Yang, Kaijie Zhu, Hao Chen, Xiaoyuan Yi, Cunxiang Wang, Yidong Wang, Wei Ye, Yue Zhang, Yi Chang, Philip S. Yu, Qiang Yang, Xing Xie",Jul 2023,https://arxiv.org/abs/2307.03109
DeepfakeBench: A Comprehensive Benchmark of Deepfake Detection,"Zhiyuan Yan, Yong Zhang, Xinhang Yuan, Siwei Lyu, Baoyuan Wu",Jul 2023,https://arxiv.org/abs/2307.01426
Can large language models democratize access to dual-use biotechnology?,"Emily H. Soice, Rafael Rocha, Kimberlee Cordova, Michael Specter, Kevin M. Esvelt",Jun 2023,https://arxiv.org/pdf/2306.03809
Model evaluation for extreme risks,"Toby Shevlane, Sebastian Farquhar, Ben Garfinkel, Mary Phuong, Jess Whittlestone, Jade Leung, Daniel Kokotajlo, Nahema Marchal, Markus Anderljung, Noam Kolt, Lewis Ho, Divya Siddarth, Shahar Avin, Will Hawkins, Been Kim, Iason Gabriel, Vijay Bolina, Jack Clark, Yoshua Bengio, Paul Christiano, Allan Dafoe",May 2023,https://arxiv.org/pdf/2305.15324
Direct Preference Optimization: Your Language Model is Secretly a Reward Model,"Rafael Rafailov, Archit Sharma, Eric Mitchell, Stefano Ermon, Christopher D. Manning, Chelsea Finn",May 2023,https://arxiv.org/abs/2305.18290
Heterogeneous Value Alignment Evaluation for Large Language Model,"Zhaowei Zhang, Ceyao Zhang, Nian Liu, Siyuan Qi, Ziqi Rong, Song-Chun Zhu, Shuguang Cui, Yaodong Yang",May 2023,https://arxiv.org/abs/2305.17147
OmniSafe: An Infrastructure for Accelerating Safe Reinforcement Learning Research,"Jiaming Ji, Jiayi Zhou, Borong Zhang, Juntao Dai, Xuehai Pan, Ruiyang Sun, Weidong Huang, Yiran Geng, Mickel Liu, Yaodong Yan",May 2023,https://arxiv.org/abs/2305.09304
"""Oops, Did I Just Say That?"" Testing and Repairing Unethical Suggestions of Large Language Models with Suggest-Critique-Reflect Process","Pingchuan Ma, Zongjie Li, Ao Sun, Shuai Wang",May 2023,https://arxiv.org/abs/2305.02626
Harm to Nonhuman Animals from AI: a Systematic Account and Framework,"Simon Coghlan, Christine Parker",Apr 2023,https://link.springer.com/article/10.1007/s13347-023-00627-6
Safety Assessment of Chinese Large Language Models,"Hao Sun, Zhexin Zhang, Jiawen Deng, Jiale Cheng, Minlie Huang",Apr 2023,https://arxiv.org/abs/2304.10436
Generative Agents: Interactive Simulacra of Human Behavior,"Joon Sung Park, Joseph C. O'Brien, Carrie J. Cai, Meredith Ringel Morris, Percy Liang, Michael S. Bernstein",Apr 2023,https://arxiv.org/abs/2304.03442
What does it take to catch a Chinchilla? Verifying Rules on Large-scale Neural Network Training via Compute Monitoring,Yonadav Shavit,Mar 2023,https://arxiv.org/pdf/2303.11341
Deep Reinforcement Learning from Human Preferences,"Paul F Christiano, Jan Leike, Tom B Brown, Miljan Martic, Shane Legg, Dario Amodei",Feb 2023,https://arxiv.org/pdf/1706.03741
LLaMA: Open and Efficient Foundation Language Models,"Hugo Touvron, Thibaut Lavril, Gautier Izacard, Xavier Martinet, Marie-Anne Lachaux, Timothée Lacroix, Baptiste Rozière, Naman Goyal, Eric Hambro, Faisal Azhar, Aurelien Rodriguez, Armand Joulin, Edouard Grave, Guillaume Lample",Feb 2023,https://arxiv.org/abs/2302.13971
Looped Transformers as Programmable Computers,"Angeliki Giannou, Shashank Rajput, Jy-yong Sohn, Kangwook Lee, Jason D. Lee, Dimitris Papailiopoulos",Jan 2023,https://arxiv.org/abs/2301.13196
Causal Scrubbing: a method for rigorously testing interpretability hypotheses,"Lawrence Chan, Adrià Garriga-Alonso, Nicholas Goldowsky-Dill, Ryan Greenblatt, Jenny Nitishinskaya, Ansh Radhakrishnan, Buck Shlegeris, Nate Thomas",Dec 2022,https://www.alignmentforum.org/posts/JvZhhzycHu2Yd57RN/causal-scrubbing-a-method-for-rigorously-testing
Discovering Language Model Behaviors with Model-Written Evaluations,"Ethan Perez, Sam Ringer, Kamile Lukosiute, Karina Nguyen, Edwin Chen, Scott Heiner, Craig Pettit, Catherine Olsson, Sandipan Kundu, Saurav Kadavath, Andy Jones, Anna Chen, Ben Mann, Brian Israel, Bryan Seethor, Cameron McKinnon, Christopher Olah, Da Yan, Daniela Amodei, Dario Amodei, Dawn Drain, Dustin Li, Eli Tran-Johnson, Guro Khundadze, Jackson Kernion, James Landis, Jamie Kerr, Jared Mueller, Jeeyoon Hyun, Joshua Landau, Kamal Ndousse, Landon Goldberg, Liane Lovitt, Martin Lucas, Michael Sellitto, Miranda Zhang, Neerav Kingsland, Nelson Elhage, Nicholas Joseph, Noemí Mercado, Nova DasSarma, Oliver Rausch, Robin Larson, Sam McCandlish, Scott Johnston, Shauna Kravec, Sheer El Showk, Tamera Lanham, Timothy Telleen-Lawton, Tom Brown, Tom Henighan, Tristan Hume, Yuntao Bai, Zac Hatfield-Dodds, Jack Clark, Samuel R. Bowman, Amanda Askell, Roger Grosse, Danny Hernandez, Deep Ganguli, Evan Hubinger, Nicholas Schiefer, Jared Kaplan",Dec 2022,https://arxiv.org/abs/2212.09251
Constitutional AI: Harmlessness from AI Feedback,"Yuntao Bai, Saurav Kadavath, Sandipan Kundu, Amanda Askell, Jackson Kernion, Andy Jones, Anna Chen, Anna Goldie, Azalia Mirhoseini, Cameron McKinnon, Carol Chen, Catherine Olsson, Christopher Olah, Danny Hernandez, Dawn Drain, Deep Ganguli, Dustin Li, Eli Tran-Johnson, Ethan Perez, Jamie Kerr, Jared Mueller, Jeffrey Ladish, Joshua Landau, Kamal Ndousse, Kamile Lukosuite, Liane Lovitt, Michael Sellitto, Nelson Elhage, Nicholas Schiefer, Noemi Mercado, Nova DasSarma, Robert Lasenby, Robin Larson, Sam Ringer, Scott Johnston, Shauna Kravec, Sheer El Showk, Stanislav Fort, Tamera Lanham, Timothy Telleen-Lawton, Tom Conerly, Tom Henighan, Tristan Hume, Samuel R. Bowman, Zac Hatfield-Dodds, Ben Mann, Dario Amodei, Nicholas Joseph, Sam McCandlish, Tom Brown, Jared Kaplan",Dec 2022,https://arxiv.org/abs/2212.08073
Interpretability in the Wild: A Circuit for Indirect Object Identification in GPT-2 small,"Kevin Wang, Alexandre Variengien, Arthur Conmy, Buck Shlegeris, Jacob Steinhardt",Nov 2022,https://arxiv.org/pdf/2211.00593
Measuring Progress on Scalable Oversight for Large Language Models,"Samuel R. Bowman, Jeeyoon Hyun, Ethan Perez, Edwin Chen, Craig Pettit, Scott Heiner, Kamile Lukosiute, Amanda Askell, Andy Jones, Anna Chen, Anna Goldie, Azalia Mirhoseini, Cameron McKinnon, Christopher Olah, Daniela Amodei, Dario Amodei, Dawn Drain, Dustin Li, Eli Tran-Johnson, Jackson Kernion, Jamie Kerr, Jared Mueller, Jeffrey Ladish, Joshua Landau, Kamal Ndousse, Liane Lovitt, Nelson Elhage, Nicholas Schiefer, Nicholas Joseph, Noemí Mercado, Nova DasSarma, Robin Larson, Sam McCandlish, Sandipan Kundu, Scott Johnston, Shauna Kravec, Sheer El Showk, Stanislav Fort, Timothy Telleen-Lawton, Tom Brown, Tom Henighan, Tristan Hume, Yuntao Bai, Zac Hatfield-Dodds, Ben Mann, Jared Kaplan",Nov 2022,https://arxiv.org/abs/2211.03540
Scaling Laws for Reward Model Overoptimization,"Leo Gao, John Schulman, Jacob Hilton",Oct 2022,https://arxiv.org/abs/2210.10760
Toy Models of Superposition,"Nelson Elhage, Tristan Hume, Catherine Olsson, Nicholas Schiefer, Tom Henighan, Shauna Kravec, Zac Hatfield-Dodds, Robert Lasenby, Dawn Drain, Carol Chen, Roger Grosse, Sam McCandlish, Jared Kaplan, Dario Amodei, Martin Wattenberg, Christopher Olah",Sep 2022,https://transformer-circuits.pub/2022/toy_model/index.html#discussion
Red Teaming with Mind Reading: White-Box Adversarial Policies Against RL Agents,"Stephen Casper, Taylor Killian, Gabriel Kreiman, Dylan Hadfield-Menell",Sep 2022,https://arxiv.org/abs/2209.02167
"A Survey of the Potential Long-term Impacts of AI: How AI Could Lead to Long-term Changes in Science, Cooperation, Power, Epistemics and Values","Sam Clarke, Jess Whittlestone",Aug 2022,https://dl.acm.org/doi/pdf/10.1145/3514094.3534131
Is Power-Seeking AI an Existential Risk?,Joseph Carlsmith,Jun 2022,https://arxiv.org/abs/2206.13353
Emergent Abilities of Large Language Models,"Jason Wei, Yi Tay, Rishi Bommasani, Colin Raffel, Barret Zoph, Sebastian Borgeaud, Dani Yogatama, Maarten Bosma, Denny Zhou, Donald Metzler, Ed H. Chi, Tatsunori Hashimoto, Oriol Vinyals, Percy Liang, Jeff Dean, William Fedus",Jun 2022,https://arxiv.org/abs/2206.07682
FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,"Tri Dao, Daniel Y. Fu, Stefano Ermon, Atri Rudra, Christopher Re",May 2022,https://arxiv.org/abs/2205.14135
AI Colonialism,"Karen Hao, Heidi Swart, Andrea Paola Hernández, Nadine Freischlad",Apr 2022,https://www.technologyreview.com/supertopic/ai-colonialism-supertopic
In-context Learning and Induction Heads,"Catherine Olsson, Nelson Elhage, Neel Nanda, Nicholas Joseph, Nova DasSarma, Tom Henighan, Ben Mann, Amanda Askell, Yuntao Bai, Anna Chen, Tom Conerly, Dawn Drain, Deep Ganguli, Zac Hatfield-Dodds, Danny Hernandez, Scott Johnston, Andy Jones, Jackson Kernion, Liane Lovitt, Kamal Ndousse, Dario Amodei, Tom Brown, Jack Clark, Jared Kaplan, Sam McCandlish, Chris Olah",Mar 2022,https://transformer-circuits.pub/2022/in-context-learning-and-induction-heads/index.html
Training Compute-Optimal Large Language Models,"Jordan Hoffmann, Sebastian Borgeaud, Arthur Mensch, Elena Buchatskaya, Trevor Cai, Eliza Rutherford, Diego de Las Casas, Lisa Anne Hendricks, Johannes Welbl, Aidan Clark, Tom Hennigan, Eric Noland, Katie Millican, George van den Driessche, Bogdan Damoc, Aurelia Guy, Simon Osindero, Karen Simonyan, Erich Elsen, Jack W. Rae, Oriol Vinyals, Laurent Sifre",Mar 2022,https://arxiv.org/abs/2203.15556
Training language models to follow instructions with human feedback,"Long Ouyang, Jeff Wu, Xu Jiang, Diogo Almeida, Carroll L. Wainwright, Pamela Mishkin, Chong Zhang, Sandhini Agarwal, Katarina Slama, Alex Ray, John Schulman, Jacob Hilton, Fraser Kelton, Luke Miller, Maddie Simens, Amanda Askell, Peter Welinder, Paul Christiano, Jan Leike, Ryan Lowe",Mar 2022,https://arxiv.org/abs/2203.02155
Structured access: an emerging paradigm for safe AI deployment,Toby Shevlane,Jan 2022,https://arxiv.org/abs/2201.05159
Hard choices in artificial intelligence,"Roel Dobbe, Thomas Krendl Gilbert, Yonatan Mintz",Nov 2021,https://doi.org/10.1016/j.artint.2021.103555
LoRA: Low-Rank Adaptation of Large Language Models,"Edward J. Hu, Yelong Shen, Phillip Wallis, Zeyuan Allen-Zhu, Yuanzhi Li, Shean Wang, Lu Wang, Weizhu Chen",Jun 2021,https://arxiv.org/abs/2106.09685
An Interpretability Illusion for BERT,"Tolga Bolukbasi, Adam Pearce, Ann Yuan, Andy Coenen, Emily Reif, Fernanda Viegas, Martin Wattenberg",Apr 2021,https://arxiv.org/pdf/2104.07143
On the Dangers of Stochastic Parrots: Can Language Models Be Too Big?,"Emily M. Bender, Timnit Gebru, Angelina McMillan-Major, Shmargaret Shmitchell",Mar 2021,https://dl.acm.org/doi/pdf/10.1145/3442188.3445922
Multimodal Neurons in Artificial Neural Networks,"Gabriel Goh, Nick Cammarata, Chelsea Voss, Shan Carter, Michael Petrov, Ludwig Schubert, Alec Radford, Chris Olah",Mar 2021,https://distill.pub/2021/multimodal-neurons/
Superintelligent Agents Pose Catastrophic Risks: Can Scientist AI Offer a Safer Path?,"Yoshua Bengio, Michael Cohen, Damiano Fornasiere, Joumana Ghosn, Pietro Greiner, Matt MacDermott, Sören Mindermann, Adam Oberman, Jesse Richardson, Oliver Richardson, Marc-Antoine Rondeau, Pierre-Luc St-Charles, David Williams-King",Feb 2021,https://arxiv.org/abs/2502.15657
SWE-Lancer: Can Frontier LLMs Earn $1 Million from Real-World Freelance Software Engineering?,,Feb 2021,https://arxiv.org/abs/2502.12115
Learning Transferable Visual Models From Natural Language Supervision,"Alec Radford, Jong Wook Kim, Chris Hallacy, Aditya Ramesh, Gabriel Goh, Sandhini Agarwal, Girish Sastry, Amanda Askell, Pamela Mishkin, Jack Clark, Gretchen Krueger, Ilya Sutskever",Feb 2021,https://arxiv.org/abs/2103.00020
An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,"Alexey Dosovitskiy, Lucas Beyer, Alexander Kolesnikov, Dirk Weissenborn, Xiaohua Zhai, Thomas Unterthiner, Mostafa Dehghani, Matthias Minderer, Georg Heigold, Sylvain Gelly, Jakob Uszkoreit, Neil Houlsby",Oct 2020,https://arxiv.org/abs/2010.11929
Understanding Human Intelligence through Human Limitations,Thomas L. Griffiths,Sep 2020,https://arxiv.org/abs/2009.14050
Measuring Massive Multitask Language Understanding,"Dan Hendrycks, Collin Burns, Steven Basart, Andy Zou, Mantas Mazeika, Dawn Song, Jacob Steinhardt",Sep 2020,https://arxiv.org/abs/2009.03300
Language Models are Few-Shot Learners,"Tom B. Brown, Benjamin Mann, Nick Ryder, Melanie Subbiah, Jared Kaplan, Prafulla Dhariwal, Arvind Neelakantan, Pranav Shyam, Girish Sastry, Amanda Askell, Sandhini Agarwal, Ariel Herbert-Voss, Gretchen Krueger, Tom Henighan, Rewon Child, Aditya Ramesh, Daniel M. Ziegler, Jeffrey Wu, Clemens Winter, Christopher Hesse, Mark Chen, Eric Sigler, Mateusz Litwin, Scott Gray, Benjamin Chess, Jack Clark, Christopher Berner, Sam McCandlish, Alec Radford, Ilya Sutskever, Dario Amodei",May 2020,https://arxiv.org/abs/2005.14165
Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,"Patrick Lewis, Ethan Perez, Aleksandra Piktus, Fabio Petroni, Vladimir Karpukhin, Naman Goyal, Heinrich Küttler, Mike Lewis, Wen-tau Yih, Tim Rocktäschel, Sebastian Riedel, Douwe Kiela",May 2020,https://arxiv.org/abs/2005.11401
On Layer Normalization in the Transformer Architecture,"Ruibin Xiong, Yunchang Yang, Di He, Kai Zheng, Shuxin Zheng, Chen Xing, Huishuai Zhang, Yanyan Lan, Liwei Wang, Tie-Yan Liu",Feb 2020,https://arxiv.org/abs/2002.04745
Fine-Tuning Language Models from Human Preferences,"Daniel M. Ziegler, Nisan Stiennon, Jeffrey Wu, Tom B. Brown, Alec Radford, Dario Amodei, Paul Christiano, Geoffrey Irving",Jan 2020,https://arxiv.org/pdf/1909.08593
Scaling Laws for Neural Language Models,"Jared Kaplan, Sam McCandlish, Tom Henighan, Tom B. Brown, Benjamin Chess, Rewon Child, Scott Gray, Alec Radford, Jeffrey Wu, Dario Amodei",Jan 2020,https://arxiv.org/abs/2001.08361
Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,"Colin Raffel, Noam Shazeer, Adam Roberts, Katherine Lee, Sharan Narang, Michael Matena, Yanqi Zhou, Wei Li, Peter J. Liu",Oct 2019,https://arxiv.org/abs/1910.10683
Language Models are Unsupervised Multitask Learners,"Alec Radford, Jeffrey Wu, Rewon Child, David Luan, Dario Amodei, Ilya Sutskever",Feb 2019,https://cdn.openai.com/better-language-models/language_models_are_unsupervised_multitask_learners.pdf
BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,"Jacob Devlin, Ming-Wei Chang, Kenton Lee, Kristina Toutanova",Oct 2018,https://arxiv.org/abs/1810.04805
Improving Language Understanding by Generative Pre-Training,"Alec Radford, Karthik Narasimhan, Tim Salimans, Ilya Sutskever",Jun 2018,https://cdn.openai.com/research-covers/language-unsupervised/language_understanding_paper.pdf
AGI Safety Literature Review,"Tom Everitt, Gary Lea, Marcus Hutter",May 2018,https://arxiv.org/abs/1805.01109
"CycleGAN, a Master of Steganography","Casey Chu, Andrey Zhmoginov, Mark Sandler",Dec 2017,https://arxiv.org/abs/1712.02950
Proximal Policy Optimization Algorithms,"John Schulman, Filip Wolski, Prafulla Dhariwal, Alec Radford, Oleg Klimov",Jul 2017,https://arxiv.org/abs/1707.06347
Attention Is All You Need,"Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, Lukasz Kaiser, Illia Polosukhin",Jun 2017,https://arxiv.org/abs/1706.03762
Outrageously Large Neural Networks: The Sparsely-Gated Mixture-of-Experts Layer,"Noam Shazeer, Azalia Mirhoseini, Krzysztof Maziarz, Andy Davis, Quoc Le, Geoffrey Hinton, Jeff Dean",Jan 2017,https://arxiv.org/abs/1701.06538
"How Do AI Companies ""Fine-Tune"" Policy? Examining Regulatory Capture in AI Governance","Kevin Wei, Carson Ezell, Nick Gabrieli, Chinmay Deshpande",Oct 2024,https://arxiv.org/abs/2410.13042
Security Degradation in Iterative AI Code Generation -- A Systematic Analysis of the Paradox,"Shivani Shukla, Himanshu Joshi, Romilla Syed",May 2025,https://arxiv.org/abs/2506.11022
